card_id,customer_id,card_number,expiry_date,credit_limit,current_balance,available_credit,issue_date,card_type,status
CARD002278,CUST004089,8567138859454467,2030-08-24,10399,5319,5080,2025-08-04,Visa,Active
CARD002279,CUST002603,7284218596524886,2027-06-20,8575,6299,2276,2020-10-12,MasterCard,Active
CARD002280,CUST003547,5105846360452514,2028-10-19,9279,5373,3906,2025-03-28,American Express,Active
CARD002281,CUST001240,9158515998111144,2030-09-26,2758,1876,882,2023-07-23,MasterCard,Active
CARD002282,CUST001355,4808237546455486,2029-12-14,8294,2480,5814,2024-06-22,Visa,Active
CARD002283,CUST000046,5710961109108188,2027-12-29,6568,490,6078,2023-11-06,Visa,Active
CARD002284,CUST002856,8975767509539582,2027-11-29,11952,520,11432,2025-02-28,MasterCard,Active
CARD002285,CUST000749,8274332754368176,2030-09-16,9127,6491,2636,2025-04-30,MasterCard,Active
CARD002286,CUST004899,2323477572745535,2028-02-03,3606,1702,1904,2025-09-11,MasterCard,Active
CARD002287,CUST002485,5590477097773753,2025-10-19,8203,5709,2494,2017-05-21,American Express,Inactive
CARD002288,CUST001921,7804528184664850,2029-08-03,5340,1021,4319,2022-11-01,MasterCard,Active
CARD002289,CUST004715,1994736796449054,2029-02-17,12683,6750,5933,2025-03-15,American Express,Active
CARD002290,CUST003474,3588597731875929,2028-12-25,2765,2155,610,2024-09-26,American Express,Active
CARD002291,CUST003551,7345269123684412,2025-11-29,8925,3025,5900,2022-09-12,American Express,Active
CARD002292,CUST000805,6248315572918989,2026-11-27,11369,446,10923,2021-07-29,American Express,Active
CARD002293,CUST000662,4962633462365220,2029-06-30,2131,204,1927,2024-06-23,Visa,Active
CARD002294,CUST002252,2060936941696529,2027-11-14,9245,5398,3847,2024-11-16,American Express,Active
CARD002295,CUST003111,0775899572151730,2030-05-23,12268,2288,9980,2021-10-04,American Express,Active
CARD002296,CUST002626,7410758260973737,2027-03-20,11186,7979,3207,2025-03-24,Visa,Active
CARD002297,CUST003586,0677820884142055,2028-05-17,10613,4075,6538,2023-06-04,Visa,Active
CARD002298,CUST003216,5205387905444455,2026-09-01,8281,851,7430,2025-02-24,MasterCard,Active
CARD002299,CUST003135,2724967114836903,2027-10-17,5700,419,5281,2024-09-01,American Express,Active
CARD002300,CUST003417,3515344826111695,2028-12-22,10644,1207,9437,2025-04-12,MasterCard,Active
CARD002301,CUST002420,5176338398136950,2027-12-02,2334,1363,971,2021-07-31,Visa,Active
CARD002302,CUST004724,7491149813872710,2027-04-18,6069,2502,3567,2024-02-24,Visa,Active
CARD002303,CUST003950,4236651495181999,2028-11-15,4477,1167,3310,2022-08-09,American Express,Active
CARD002304,CUST001149,5052226673431053,2030-08-18,7819,1805,6014,2024-10-26,MasterCard,Active
CARD002305,CUST001718,9838294508419385,2029-07-26,6468,3915,2553,2022-08-29,American Express,Active
CARD002306,CUST000665,9081686985959912,2027-02-09,7833,4129,3704,2020-05-08,American Express,Active
CARD002307,CUST002368,6200611832128111,2030-05-05,4748,2992,1756,2024-01-21,MasterCard,Active
CARD002308,CUST004066,8354720938728731,2027-12-06,8600,4611,3989,2024-02-14,Visa,Active
CARD002309,CUST003773,0433326490909745,2027-10-19,7601,768,6833,2025-07-13,American Express,Active
CARD002310,CUST001082,2052279347645920,2028-07-04,9916,5024,4892,2024-10-03,American Express,Active
CARD002311,CUST002689,9442244770337190,2027-07-28,6339,3063,3276,2023-05-24,American Express,Active
CARD002312,CUST000676,0695484705506875,2027-06-26,10726,3628,7098,2024-10-26,Visa,Active
CARD002313,CUST003112,4132282261389418,2028-06-23,2823,1923,900,2024-07-07,MasterCard,Active
CARD002314,CUST002931,0079866408118494,2027-04-18,11302,8909,2393,2024-03-31,MasterCard,Inactive
CARD002315,CUST000727,3325700290950315,2026-04-21,9625,3863,5762,2022-08-13,Visa,Active
CARD002316,CUST001963,6677082286086254,2030-03-14,1000,189,811,2021-10-31,Visa,Inactive
CARD002317,CUST001841,0656338788196255,2030-08-05,3155,1518,1637,2024-02-12,Visa,Active
CARD002318,CUST004272,2751093674372173,2028-04-19,1408,1013,395,2024-02-11,Visa,Active
CARD002319,CUST003194,0534673040900721,2029-01-05,8960,6340,2620,2017-02-02,American Express,Active
CARD002320,CUST004120,4470586235172113,2028-12-15,4310,2129,2181,2024-10-08,MasterCard,Active
CARD002321,CUST000603,3194050910900767,2026-12-25,12991,5972,7019,2018-04-12,Visa,Active
CARD002322,CUST004926,4028853938911257,2029-06-06,14785,4205,10580,2025-03-14,American Express,Active
CARD002323,CUST002445,2564088189890011,2025-10-08,1873,255,1618,2024-07-13,American Express,Active
CARD002324,CUST002703,2565171838282269,2030-05-08,8297,2981,5316,2018-04-03,MasterCard,Active
CARD002325,CUST003697,5169612476780212,2028-09-11,5398,1515,3883,2023-08-15,Visa,Active
CARD002326,CUST000159,3144121894422978,2026-08-26,11994,9079,2915,2021-01-10,Visa,Active
CARD002327,CUST004825,9924549233641108,2026-06-29,4777,2490,2287,2025-01-06,American Express,Inactive
CARD002328,CUST000412,2314752460322265,2029-11-08,12665,10050,2615,2024-09-24,Visa,Active
CARD002329,CUST000614,9742543083672095,2027-02-05,15115,2195,12920,2025-02-05,American Express,Active
CARD002330,CUST003853,7077598446485395,2029-11-21,11182,7813,3369,2020-01-03,MasterCard,Active
CARD002331,CUST001449,5350168948902295,2028-04-20,5936,259,5677,2025-09-14,American Express,Active
CARD002332,CUST001431,0224121414849489,2026-04-03,14257,5009,9248,2019-09-21,American Express,Inactive
CARD002333,CUST002480,4040038381531445,2028-10-30,9786,7027,2759,2024-02-01,American Express,Active
CARD002334,CUST001366,6417298466274874,2028-10-31,6265,1194,5071,2019-10-13,MasterCard,Active
CARD002335,CUST004858,9590862612802339,2030-09-01,11957,5118,6839,2017-02-06,American Express,Active
CARD002336,CUST002387,1483248892945188,2028-11-12,12579,5373,7206,2019-10-03,American Express,Active
CARD002337,CUST002980,5517241141213829,2030-07-10,3825,1211,2614,2023-02-16,American Express,Inactive
CARD002338,CUST001418,4583118423028274,2028-06-01,6979,2164,4815,2025-06-21,Visa,Active
CARD002339,CUST004188,2520408567477278,2028-09-03,9286,6161,3125,2022-10-21,Visa,Active
CARD002340,CUST000605,0955928597485858,2027-09-11,9622,3890,5732,2018-01-16,MasterCard,Active
CARD002341,CUST001273,4361946922710219,2030-07-05,6239,1508,4731,2024-11-30,MasterCard,Active
CARD002342,CUST004069,3610359793938942,2028-09-19,10336,4575,5761,2025-01-03,American Express,Active
CARD002343,CUST002079,2472393351461954,2025-11-22,5877,710,5167,2024-02-17,Visa,Active
CARD002344,CUST002312,2243796826471644,2027-03-09,12862,3569,9293,2024-08-30,American Express,Active
CARD002345,CUST003909,6200059305432036,2027-11-04,7297,5291,2006,2022-10-27,American Express,Active
CARD002346,CUST000248,7613716691392702,2028-09-17,3643,2592,1051,2022-03-10,American Express,Active
CARD002347,CUST004386,9458460251430019,2029-08-16,1714,74,1640,2024-07-06,MasterCard,Active
CARD002348,CUST001983,6223132755395679,2026-04-17,5673,1475,4198,2024-05-04,Visa,Active
CARD002349,CUST002912,2249054152063539,2027-09-02,5139,1676,3463,2019-12-04,MasterCard,Active
CARD002350,CUST000371,0994869455615543,2027-05-26,12907,2674,10233,2020-03-28,Visa,Active
CARD002351,CUST000200,4142832646976461,2027-04-25,7276,3036,4240,2023-08-07,MasterCard,Active
CARD002352,CUST000486,5718583192495711,2030-01-04,7521,5698,1823,2025-08-22,American Express,Active
CARD002353,CUST000629,9040870294923720,2025-11-06,4076,691,3385,2025-02-27,American Express,Active
CARD002354,CUST003706,3384459807859870,2028-06-10,8097,4743,3354,2018-06-15,American Express,Active
CARD002355,CUST000456,1138142113709039,2030-05-12,7555,3215,4340,2025-03-30,American Express,Blocked
CARD002356,CUST001931,2090386091718096,2028-11-30,7141,4288,2853,2025-06-07,American Express,Active
CARD002357,CUST001241,7513755913029417,2030-01-11,9718,1386,8332,2023-06-13,MasterCard,Active
CARD002358,CUST000358,4042502334942530,2030-05-01,6064,4778,1286,2024-09-07,Visa,Active
CARD002359,CUST001722,9371253272958934,2026-04-02,4849,1515,3334,2025-04-23,MasterCard,Active
CARD002360,CUST002203,0353189153796960,2028-12-06,8714,295,8419,2025-02-20,MasterCard,Active
CARD002361,CUST003460,2405828935544119,2030-01-22,12732,2672,10060,2021-01-10,American Express,Active
CARD002362,CUST000149,2107477330086993,2026-03-17,12844,6977,5867,2024-04-11,Visa,Active
CARD002363,CUST000208,0151828716566187,2025-11-19,12705,3476,9229,2022-07-04,Visa,Active
CARD002364,CUST000888,4905415900509796,2029-08-10,9879,3832,6047,2020-10-23,MasterCard,Inactive
CARD002365,CUST003003,5504405308971009,2029-03-17,4261,1319,2942,2024-06-12,Visa,Active
CARD002366,CUST000863,0697851518306665,2028-10-30,6422,2158,4264,2025-04-30,MasterCard,Active
CARD002367,CUST002095,7773783228298201,2026-06-28,7345,1526,5819,2023-02-10,Visa,Active
CARD002368,CUST000948,2595157538186182,2029-07-01,11736,7131,4605,2024-10-05,Visa,Active
CARD002369,CUST004941,4557082613046386,2028-08-03,7363,614,6749,2022-02-20,Visa,Active
CARD002370,CUST001445,0255665572380295,2027-11-14,10121,4610,5511,2020-05-06,American Express,Active
CARD002371,CUST001281,8175332868175296,2026-05-06,14602,8256,6346,2023-05-27,Visa,Active
CARD002372,CUST003188,0795886856393902,2027-06-12,11293,5972,5321,2023-10-17,Visa,Active
CARD002373,CUST004734,5932872943862040,2026-03-23,9637,3378,6259,2025-08-27,Visa,Active
CARD002374,CUST002622,8085071019113824,2028-07-10,14372,5517,8855,2021-01-04,American Express,Active
CARD002375,CUST002462,3036537207538337,2026-07-23,9842,175,9667,2022-10-31,American Express,Active
CARD002376,CUST004960,4791571628851715,2026-01-03,10313,5738,4575,2021-09-13,Visa,Active
CARD002377,CUST002303,4439954205077716,2029-05-31,11159,295,10864,2017-06-14,Visa,Active
CARD002378,CUST002005,6956951173485061,2029-11-20,11992,3227,8765,2022-08-10,American Express,Active
CARD002379,CUST003720,1639289894895682,2028-01-13,11129,1341,9788,2025-04-26,Visa,Active
CARD002380,CUST002266,0344347435346043,2029-12-31,6972,558,6414,2021-06-24,American Express,Inactive
CARD002381,CUST001006,3489742894751027,2028-12-31,5844,1782,4062,2023-08-23,Visa,Active
CARD002382,CUST002394,8230411841418498,2028-01-13,17596,3411,14185,2019-05-27,Visa,Active
CARD002383,CUST003728,7402771377297510,2026-04-07,7722,2396,5326,2022-02-27,Visa,Active
CARD002384,CUST002821,5607862489928881,2030-06-29,2555,369,2186,2024-05-15,MasterCard,Active
CARD002385,CUST003423,5921252637982112,2026-03-15,6795,5098,1697,2025-04-15,American Express,Active
CARD002386,CUST002133,5521689225675264,2025-10-16,11152,868,10284,2025-02-24,Visa,Active
CARD002387,CUST004318,7959030244314371,2029-07-30,12353,1010,11343,2025-07-23,Visa,Active
CARD002388,CUST002058,5110986450142868,2029-10-18,5405,2686,2719,2024-09-09,American Express,Active
CARD002389,CUST003864,1595611284410183,2026-05-18,2614,388,2226,2023-01-11,MasterCard,Active
CARD002390,CUST000230,7545815751374261,2028-10-26,9841,7176,2665,2025-09-02,MasterCard,Active
CARD002391,CUST002958,2518578865502532,2029-09-04,10468,7780,2688,2024-03-03,Visa,Active
CARD002392,CUST003026,5874037103925063,2027-04-06,9014,2093,6921,2025-02-15,MasterCard,Inactive
CARD002393,CUST000581,5390717663050697,2028-04-26,5747,873,4874,2021-07-08,Visa,Active
CARD002394,CUST003367,6860599585392395,2026-01-23,7704,3967,3737,2025-09-23,Visa,Active
CARD002395,CUST003501,4463314709310096,2027-01-22,8883,2510,6373,2024-05-04,Visa,Inactive
CARD002396,CUST000126,7526961884339283,2028-05-09,9278,6626,2652,2017-05-04,MasterCard,Active
CARD002397,CUST000210,4928667935971455,2028-10-18,1000,346,654,2025-07-05,American Express,Active
CARD002398,CUST002823,6961396351928208,2028-05-09,4966,3863,1103,2019-12-06,Visa,Active
CARD002399,CUST002558,4105903282953634,2030-01-28,11567,2908,8659,2025-08-03,American Express,Active
CARD002400,CUST003602,3787596363388787,2027-01-02,12081,1253,10828,2025-08-29,Visa,Active
CARD002401,CUST000281,0633244641165647,2028-07-16,7051,961,6090,2018-06-16,MasterCard,Active
CARD002402,CUST003753,0533692459823450,2028-01-15,5970,643,5327,2023-09-17,Visa,Active
CARD002403,CUST001729,9750330264576836,2030-07-09,3872,1556,2316,2025-09-20,American Express,Active
CARD002404,CUST004228,4450502400183923,2028-12-02,1258,251,1007,2025-03-31,Visa,Active
CARD002405,CUST000338,0444076208421952,2025-10-31,6992,4337,2655,2019-04-21,MasterCard,Inactive
CARD002406,CUST001135,1471055181045034,2029-08-06,8859,2262,6597,2025-06-05,American Express,Active
CARD002407,CUST003860,2793813759850761,2026-03-17,6925,5142,1783,2022-10-09,American Express,Active
CARD002408,CUST001126,4644607451120778,2026-05-21,8014,4785,3229,2024-11-28,MasterCard,Active
CARD002409,CUST003811,4212312426676262,2030-05-03,15041,4656,10385,2025-03-13,Visa,Active
CARD002410,CUST001227,0774763560576386,2028-08-03,3436,1898,1538,2025-09-15,MasterCard,Active
CARD002411,CUST003377,1630441070880605,2030-08-06,4707,709,3998,2022-02-09,MasterCard,Active
CARD002412,CUST004418,4738057163079981,2028-06-03,9976,5963,4013,2023-09-15,American Express,Active
CARD002413,CUST003632,7865295924269047,2025-11-25,8778,3447,5331,2024-12-22,American Express,Active
CARD002414,CUST004225,6741767105191933,2030-07-24,1812,119,1693,2024-07-26,American Express,Active
CARD002415,CUST002112,4842024203193618,2026-03-10,5717,1961,3756,2024-09-08,Visa,Active
CARD002416,CUST002753,9760523238395050,2026-06-26,6064,574,5490,2020-01-08,MasterCard,Active
CARD002417,CUST004959,3204533130477590,2026-08-17,2973,1299,1674,2025-05-14,American Express,Active
CARD002418,CUST004136,0874875542877862,2030-07-28,13454,3842,9612,2025-06-29,MasterCard,Active
CARD002419,CUST001018,6685060953491969,2029-03-03,10318,366,9952,2024-10-27,Visa,Active
CARD002420,CUST003116,5948204135787601,2026-02-28,11248,3239,8009,2024-06-03,American Express,Active
CARD002421,CUST002873,5921376348605766,2029-11-09,4098,1275,2823,2023-08-10,American Express,Active
CARD002422,CUST000349,7754171100951309,2030-01-07,7362,3136,4226,2024-02-24,Visa,Active
CARD002423,CUST001929,3589895717468581,2027-03-19,5336,58,5278,2025-06-21,Visa,Inactive
CARD002424,CUST000351,1929088439363863,2025-10-16,4504,3189,1315,2024-11-05,MasterCard,Active
CARD002425,CUST003976,5606031694294724,2030-03-31,9248,6070,3178,2020-09-18,Visa,Active
CARD002426,CUST004479,1109845779589322,2025-12-16,11462,6292,5170,2024-12-16,American Express,Active
CARD002427,CUST001935,4933401613116625,2029-12-20,7446,964,6482,2025-06-19,Visa,Active
CARD002428,CUST000988,1576961767994646,2027-03-30,11962,2520,9442,2023-01-02,MasterCard,Active
CARD002429,CUST004883,5695800757032870,2029-04-03,11045,7144,3901,2021-08-15,Visa,Active
CARD002430,CUST000565,6129362830929631,2028-12-06,2824,679,2145,2023-11-14,Visa,Active
CARD002431,CUST001583,1436598665464850,2028-01-31,1000,663,337,2024-12-19,MasterCard,Active
CARD002432,CUST003650,0741212753471238,2027-07-31,8790,5760,3030,2023-04-23,MasterCard,Active
CARD002433,CUST002176,2790273831067509,2028-07-18,8107,639,7468,2025-05-13,Visa,Active
CARD002434,CUST004938,2791399234312666,2026-08-02,4992,530,4462,2024-03-10,Visa,Active
CARD002435,CUST004799,4384646666905581,2027-08-02,11027,43,10984,2022-06-21,American Express,Active
CARD002436,CUST002229,0592567444746642,2030-08-16,1852,611,1241,2022-04-15,Visa,Active
CARD002437,CUST001116,4389200801794396,2026-05-19,9821,277,9544,2025-07-13,American Express,Active
CARD002438,CUST002665,9895641325804871,2029-06-06,7326,4214,3112,2024-12-03,MasterCard,Active
CARD002439,CUST002969,9134316185690456,2027-05-21,3423,1950,1473,2021-01-07,Visa,Active
CARD002440,CUST001933,8844555635349404,2027-11-13,2180,326,1854,2024-04-03,American Express,Active
CARD002441,CUST004731,0822135551033632,2027-04-16,6474,3875,2599,2025-05-29,American Express,Active
CARD002442,CUST000163,3511967063814481,2029-10-12,10005,5928,4077,2023-05-26,American Express,Active
CARD002443,CUST000822,6166429886975331,2028-02-19,7037,704,6333,2024-10-24,Visa,Active
CARD002444,CUST002961,6925015226485171,2027-07-25,17063,1148,15915,2022-03-21,Visa,Active
CARD002445,CUST002273,5271517577813516,2028-08-17,4669,3046,1623,2016-08-15,Visa,Active
CARD002446,CUST000087,5655734768752534,2027-08-19,9064,2289,6775,2025-03-24,Visa,Active
CARD002447,CUST000082,5239494449462015,2029-12-19,6319,3717,2602,2024-03-15,MasterCard,Active
CARD002448,CUST001324,0871031208041551,2026-06-03,11097,7162,3935,2025-09-19,MasterCard,Active
CARD002449,CUST004099,3428572692257754,2025-12-17,7883,696,7187,2025-04-04,MasterCard,Active
CARD002450,CUST001615,7306711167572135,2027-12-18,5972,1723,4249,2020-12-24,Visa,Active
CARD002451,CUST000832,8555835275015433,2028-02-23,1000,183,817,2021-11-02,American Express,Active
CARD002452,CUST003984,7122228093584793,2027-02-24,4456,3336,1120,2020-07-03,American Express,Active
CARD002453,CUST001829,2325001011310160,2026-07-15,1000,748,252,2019-12-20,MasterCard,Active
CARD002454,CUST002421,1511326555211059,2028-01-19,15434,4321,11113,2025-09-06,Visa,Active
CARD002455,CUST004521,5774829623635302,2027-02-28,9256,3637,5619,2025-03-21,MasterCard,Active
CARD002456,CUST004781,9486191634433044,2026-09-06,6675,407,6268,2025-04-09,American Express,Active
CARD002457,CUST002587,3400674334896885,2030-04-22,2464,472,1992,2024-01-18,American Express,Inactive
CARD002458,CUST001650,5258304345841379,2026-03-09,9032,6146,2886,2025-05-20,American Express,Active
CARD002459,CUST004133,6059223344346364,2027-05-15,6791,4542,2249,2025-06-11,American Express,Active
CARD002460,CUST002546,5187279857080392,2028-01-04,11743,5809,5934,2019-09-12,American Express,Active
CARD002461,CUST002762,2485220429747584,2026-10-17,5333,368,4965,2024-06-05,MasterCard,Active
CARD002462,CUST003031,5662598547339344,2026-08-22,5723,325,5398,2024-02-19,American Express,Active
CARD002463,CUST002417,7315506535971711,2029-09-01,4994,229,4765,2022-12-27,Visa,Active
CARD002464,CUST001788,5870264756404436,2027-05-01,12347,4476,7871,2022-07-30,MasterCard,Active
CARD002465,CUST001876,6446002629709597,2029-10-07,9820,864,8956,2025-09-09,Visa,Active
CARD002466,CUST002699,6446509180209823,2028-09-29,6378,750,5628,2025-02-25,Visa,Active
CARD002467,CUST003817,8367529179669485,2026-04-10,10251,4862,5389,2023-10-22,American Express,Active
CARD002468,CUST002478,1911540535957180,2026-09-01,7964,1742,6222,2020-10-10,American Express,Active
CARD002469,CUST000750,3695503351611510,2026-09-16,1267,40,1227,2025-08-26,American Express,Active
CARD002470,CUST001115,8977375568100041,2028-04-12,9594,3015,6579,2024-12-03,American Express,Active
CARD002471,CUST002374,0368599880950783,2028-05-03,5992,1070,4922,2023-07-01,Visa,Active
CARD002472,CUST002443,3240991295943924,2029-06-12,11198,7898,3300,2024-11-23,Visa,Active
CARD002473,CUST004808,7574639316755289,2027-02-17,7298,28,7270,2024-09-11,American Express,Active
CARD002474,CUST004077,9866766171923124,2030-01-18,10216,7989,2227,2025-08-25,American Express,Inactive
CARD002475,CUST004844,2036092015965200,2030-01-31,6412,1147,5265,2023-08-06,American Express,Active
CARD002476,CUST001970,2354080521014890,2029-01-18,15771,5243,10528,2023-01-04,MasterCard,Active
CARD002477,CUST004704,4835625745533895,2029-11-17,9395,3263,6132,2018-09-10,American Express,Active
CARD002478,CUST001094,6361819243123392,2028-04-25,14420,2480,11940,2020-03-14,MasterCard,Active
CARD002479,CUST004155,4834868199296628,2026-04-10,14512,8327,6185,2021-10-01,Visa,Active
CARD002480,CUST004204,6013056433563122,2030-05-01,11633,6418,5215,2024-01-09,MasterCard,Active
CARD002481,CUST004512,6228832978644212,2027-07-28,16061,4574,11487,2025-03-10,Visa,Inactive
CARD002482,CUST001140,2326833027233656,2029-05-07,10354,5495,4859,2025-09-22,American Express,Active
CARD002483,CUST001930,0690255404521746,2030-04-13,7449,4276,3173,2025-07-11,Visa,Active
CARD002484,CUST002232,7909106437570947,2025-09-29,6585,1938,4647,2025-07-13,MasterCard,Active
CARD002485,CUST002165,0402941446090033,2025-10-02,10386,6929,3457,2024-06-09,MasterCard,Active
CARD002486,CUST003035,3881296009798705,2028-01-06,10934,3548,7386,2025-06-12,American Express,Inactive
CARD002487,CUST000523,4748808033965602,2030-01-04,8173,4288,3885,2021-06-05,MasterCard,Active
CARD002488,CUST000517,8575203701088206,2029-05-19,8576,1568,7008,2024-01-11,Visa,Active
CARD002489,CUST002537,8792114536776317,2028-07-21,3870,2113,1757,2020-12-25,Visa,Active
CARD002490,CUST001571,9139439066547650,2029-08-16,1000,584,416,2023-09-02,MasterCard,Active
CARD002491,CUST000173,0711160377331472,2026-05-14,7110,301,6809,2019-12-29,American Express,Active
CARD002492,CUST000640,6396153551070876,2029-10-23,11534,7048,4486,2022-05-31,Visa,Active
CARD002493,CUST002088,2165615173701989,2026-10-30,5229,775,4454,2025-05-23,American Express,Active
CARD002494,CUST002905,0265095132212313,2030-05-27,9600,3914,5686,2023-12-15,MasterCard,Inactive
CARD002495,CUST004623,7825769972972416,2028-03-11,9118,957,8161,2023-10-07,American Express,Active
CARD002496,CUST001144,3654406084882275,2026-08-23,15705,9200,6505,2018-12-10,American Express,Active
CARD002497,CUST001549,2604006522445371,2029-07-03,8832,4557,4275,2024-05-04,American Express,Active
CARD002498,CUST004831,9756091895819519,2029-09-27,1371,52,1319,2025-06-14,Visa,Active
CARD002499,CUST002975,1328371242068395,2026-04-29,8454,94,8360,2025-07-03,MasterCard,Active
CARD002500,CUST001833,9607738450618638,2026-07-17,5042,2751,2291,2023-07-15,American Express,Active
CARD002501,CUST001037,9136257836115875,2026-10-04,3787,2676,1111,2024-07-07,American Express,Active
CARD002502,CUST003180,7554977936059088,2027-03-26,10310,6911,3399,2025-04-03,American Express,Active
CARD002503,CUST001605,8989578453268885,2026-10-29,7521,502,7019,2017-10-16,American Express,Inactive
CARD002504,CUST003349,4202203564616780,2029-01-23,9285,6163,3122,2022-01-26,MasterCard,Active
CARD002505,CUST004468,5423194955491781,2030-06-06,13614,2048,11566,2025-03-27,American Express,Active
CARD002506,CUST003671,6053405412041694,2030-08-02,10043,1931,8112,2020-06-11,Visa,Inactive
CARD002507,CUST000227,9022216016337879,2025-12-01,2113,746,1367,2024-09-26,MasterCard,Active
CARD002508,CUST000835,1682348593718601,2028-12-30,9996,1650,8346,2023-06-13,Visa,Active
CARD002509,CUST002487,1644121050009960,2025-10-16,7738,5438,2300,2023-07-16,American Express,Active
CARD002510,CUST001131,7073022288944363,2026-04-14,8544,6381,2163,2024-09-25,American Express,Inactive
CARD002511,CUST003880,1376366543535140,2028-12-04,14522,6557,7965,2025-03-12,Visa,Active
CARD002512,CUST003599,5956408456169266,2027-10-20,11017,3674,7343,2020-03-02,MasterCard,Active
CARD002513,CUST004542,4892281733194663,2026-10-17,14163,11202,2961,2024-11-03,American Express,Active
CARD002514,CUST003520,6392206964194339,2027-12-14,6850,1516,5334,2025-01-31,Visa,Active
CARD002515,CUST000066,0171786943463634,2027-12-13,6887,2159,4728,2020-02-04,Visa,Active
CARD002516,CUST004577,3259613407047030,2027-11-02,2293,1287,1006,2024-12-31,American Express,Active
CARD002517,CUST003768,3180341425026610,2030-02-14,11295,1535,9760,2025-03-02,American Express,Active
CARD002518,CUST003829,4230791581710047,2025-10-21,11850,3244,8606,2025-08-03,MasterCard,Active
CARD002519,CUST000355,9466388391698282,2027-05-19,8070,1320,6750,2022-09-02,American Express,Active
CARD002520,CUST004047,0245184917602987,2030-04-23,11679,6520,5159,2023-07-09,American Express,Active
CARD002521,CUST004114,1630840768267427,2026-09-10,1000,548,452,2021-12-20,American Express,Active
CARD002522,CUST004944,2308311578337076,2027-04-16,13984,3919,10065,2025-06-07,American Express,Active
CARD002523,CUST003747,1984064992808375,2027-03-14,10216,1120,9096,2023-01-27,American Express,Active
CARD002524,CUST002310,9047865866242411,2025-12-03,4261,2977,1284,2021-02-03,American Express,Active
CARD002525,CUST003382,5486203133134236,2028-09-14,10868,8301,2567,2025-05-25,MasterCard,Active
CARD002526,CUST004451,0764702600438413,2027-08-30,9010,1574,7436,2025-04-20,Visa,Active
CARD002527,CUST000846,9744184545332602,2030-02-08,8003,3419,4584,2024-06-04,Visa,Active
CARD002528,CUST004169,8651662372118676,2028-09-17,2000,266,1734,2023-03-16,American Express,Active
CARD002529,CUST003825,0640817242018052,2025-10-16,7936,1539,6397,2025-09-13,American Express,Active
CARD002530,CUST000473,2478616016334426,2026-08-24,5094,163,4931,2025-02-22,American Express,Active
CARD002531,CUST003172,9777272554712730,2030-01-20,13383,10516,2867,2024-11-20,Visa,Blocked
CARD002532,CUST000310,3426381738224594,2027-03-13,2746,1084,1662,2024-10-03,MasterCard,Active
CARD002533,CUST002552,7751329336343011,2028-05-25,15215,3748,11467,2025-08-11,Visa,Active
CARD002534,CUST002825,9319609085869959,2030-01-13,12985,8768,4217,2025-08-21,MasterCard,Active
CARD002535,CUST000869,8079350670387572,2027-12-14,11162,5211,5951,2019-04-24,Visa,Active
CARD002536,CUST003874,6980448718967768,2029-10-21,5638,269,5369,2020-12-25,MasterCard,Active
CARD002537,CUST000259,7967610046395902,2030-02-22,7921,258,7663,2024-12-12,American Express,Active
CARD002538,CUST001507,3907517008837562,2028-10-28,4513,725,3788,2020-06-13,MasterCard,Active
CARD002539,CUST000955,1055625926182880,2027-09-03,6247,469,5778,2022-05-10,Visa,Active
CARD002540,CUST003327,4560532504194083,2030-03-09,8258,5259,2999,2025-02-06,Visa,Active
CARD002541,CUST002913,2731999600643938,2025-10-16,2490,716,1774,2018-10-19,Visa,Active
CARD002542,CUST000717,8819080442883730,2029-05-04,10148,6918,3230,2022-07-03,Visa,Active
CARD002543,CUST001994,0943807017331978,2028-08-31,12362,1918,10444,2021-09-05,American Express,Active
CARD002544,CUST000992,6470751061486924,2029-04-29,1482,671,811,2025-01-01,MasterCard,Active
CARD002545,CUST003887,9971192838035915,2028-09-05,5621,862,4759,2023-03-12,MasterCard,Active
CARD002546,CUST001076,7338731846135522,2027-03-14,6481,3937,2544,2023-02-10,American Express,Active
CARD002547,CUST004012,5755985236846836,2029-09-27,5517,2067,3450,2019-02-13,Visa,Active
CARD002548,CUST001400,8274691880252363,2025-11-30,14164,1032,13132,2021-10-29,MasterCard,Inactive
CARD002549,CUST004365,8110387126307997,2028-09-02,15524,1178,14346,2024-07-21,Visa,Inactive
CARD002550,CUST003786,3419333859795941,2028-09-16,5030,65,4965,2022-08-26,American Express,Active
CARD002551,CUST004818,9363658313660300,2028-05-21,10429,3521,6908,2024-06-14,American Express,Active
CARD002552,CUST003812,0365125071588798,2028-05-28,5961,4749,1212,2025-02-05,American Express,Active
CARD002553,CUST002380,0184216494786493,2027-07-20,7185,513,6672,2017-09-14,MasterCard,Active
CARD002554,CUST000509,7788148278552532,2026-05-03,2064,1160,904,2025-04-10,American Express,Active
CARD002555,CUST001603,2448324442765585,2028-05-17,4516,3332,1184,2023-06-04,American Express,Active
CARD002556,CUST000074,9987009746157923,2028-02-07,1000,623,377,2025-01-30,Visa,Active
CARD002557,CUST004116,8573442513305045,2027-08-08,2891,572,2319,2021-11-20,Visa,Active
CARD002558,CUST004431,4679045899279699,2028-01-08,8725,2511,6214,2023-01-28,American Express,Active
CARD002559,CUST001440,8960336615158159,2025-10-14,16631,3025,13606,2024-10-18,MasterCard,Active
